date,time,DOY,Ta,Pa,RH,Td,Tc,Rn,LWin,LWout,SWin,SWout,PPFD,P_rain,MWS,WD,Ts_1_1_1,Ts_2_1_1,Ts_3_1_1,SWC_1_1_1,SWC_2_1_1,SWC_3_1_1,SHF_1_1_1,SHF_2_1_1,SHF_3_1_1,LE,H
[yyyy-mm-dd],[HH:MM],[ddd.ddd],[K],[Pa],[%],[C],[K],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[W/m^2],[µmol/m^2/s],[m],[m/s],[Degrees_past_North],[K],[K],[K],[m^3/m^3],[m^3/m^3],[m^3/m^3],[W/m^2],[W/m^2],[W/m^2],[W+1M-2],[W+1M-2]
2014-01-12,07:30:00,12.3124,283.142,100924.0,90.1389,-25.3923,283.142,,,,,,485.688,0.0,0.976793,177.741,287.443,286.089,285.013,0.534491,0.452865,0.201073,-1.73191,-2.70187,-1.92675,5.4476,5.04689
2014-01-12,08:00:00,12.3332,285.311,100920.0,81.0169,-21.0386,285.311,,,,,,689.19,0.0,1.15788,186.802,287.279,285.957,284.892,0.536326,0.453809,0.201199,-2.301,-3.01735,-2.20106,3.68903,10.9734
2014-01-12,08:30:00,12.3541,287.251,100933.0,73.3214,-17.076,287.251,,,,,,901.78,0.0,1.09764,187.299,287.105,285.816,284.766,0.53828,0.454851,0.201332,-2.82521,-3.28649,-2.43565,-1.38485,47.7302
2014-01-12,09:00:00,12.3749,288.612,100940.0,69.4755,-11.576,288.612,,,,,,1097.83,0.0,1.06316,44.9212,286.988,285.71,284.675,0.539592,0.455579,0.201391,-3.28174,-3.48342,-2.60557,77.9865,116.987
2014-01-12,09:30:00,12.3957,289.403,100927.0,66.3086,-7.33716,289.403,,,,,,1264.42,0.0,1.16674,61.2035,286.899,285.627,284.604,0.540493,0.456068,0.201408,-3.64901,-3.589,-2.70555,53.1021,146.714
2014-01-12,10:00:00,12.4166,290.011,100926.0,65.6061,-5.88928,290.011,,,,,,1442.11,0.0,1.97776,319.36,286.783,285.54,284.516,0.541668,0.456512,0.201357,-3.90722,-3.58903,-2.73297,66.277,127.251
2014-01-12,10:30:00,12.4374,289.923,100914.0,68.6786,-4.97338,289.923,,,,,,1608.31,0.0,3.17709,307.853,286.792,285.515,284.501,0.541396,0.456396,0.201185,-4.04514,-3.47225,-2.68437,67.8695,284.046
2014-01-12,11:00:00,12.4582,290.006,100927.0,67.6698,-5.27657,290.006,,,,,,1739.6,0.0,3.68723,307.334,286.748,285.391,284.439,0.541717,0.45702,0.201084,-4.04901,-3.23892,-2.56627,67.7441,295.353
2014-01-12,11:30:00,12.479,290.238,100929.0,67.3484,-4.97384,290.238,,,,,,1751.58,0.0,3.04396,304.665,286.787,285.681,284.466,0.5411,0.454282,0.200875,-3.90132,-2.90109,-2.37636,94.3653,398.421
2014-01-12,12:00:00,12.4999,290.425,100919.0,66.4681,-4.92337,290.425,,,,,,1948.93,0.0,3.50392,313.554,286.904,285.533,284.514,0.539563,0.454987,0.200623,-3.5873,-2.47933,-2.13356,61.7668,307.655
2014-01-12,12:30:00,12.5207,290.842,100896.0,65.6817,-4.67938,290.842,,,,,,1745.2,0.0,3.08982,312.378,286.917,285.569,284.465,0.539164,0.454236,0.20046,-3.11312,-1.96887,-1.84358,107.674,446.397
2014-01-12,13:00:00,12.5415,291.511,100895.0,63.8845,-4.27431,291.511,,,,,,1536.02,0.0,3.23019,316.092,287.143,285.718,284.565,0.536401,0.45256,0.199987,-2.5076,-1.36759,-1.51454,116.257,487.875
2014-01-12,13:30:00,12.5624,291.615,100872.0,63.8555,-4.06877,291.615,,,,,,2009.87,0.0,3.6381,312.997,287.505,285.854,284.65,0.532038,0.450956,0.199567,-1.72921,-0.697695,-1.14029,69.0034,405.371
2014-01-12,14:00:00,12.5832,291.679,100863.0,63.4867,-4.0262,291.679,,,,,,2004.83,0.0,3.57537,310.25,287.858,285.835,284.73,0.527785,0.450601,0.19918,-0.501494,-0.0229035,-0.724163,101.654,472.332
2014-01-12,14:30:00,12.604,292.492,100841.0,60.8336,-4.13725,292.492,,,,,,1961.14,0.0,2.50251,302.128,288.092,286.144,284.812,0.524894,0.447691,0.198739,1.15642,0.617677,-0.28331,109.848,540.233
2014-01-12,15:00:00,12.6249,293.0,100828.0,58.4641,-4.12642,293.0,,,,,,1951.08,0.0,2.78743,303.779,288.307,286.197,284.887,0.522264,0.446817,0.198246,2.80405,1.23582,0.155457,110.429,457.719
2014-01-12,15:30:00,12.6457,293.197,100820.0,56.4963,-4.9435,293.197,,,,,,2026.23,0.0,2.99738,316.959,288.646,286.205,284.946,0.51823,0.446294,0.197886,4.32639,1.88253,0.593444,88.9448,414.543
2014-01-12,16:00:00,12.6665,293.685,100806.0,54.1105,-5.18546,293.685,,,,,,1716.63,0.0,2.81995,278.002,289.117,286.666,285.035,0.512733,0.442156,0.197487,6.06203,2.61072,1.00283,71.5867,314.424
2014-01-12,16:30:00,12.6873,293.878,100786.0,55.2045,-4.15537,293.878,,,,,,1396.06,0.0,2.89786,308.271,289.564,287.188,285.133,0.507522,0.437598,0.197153,8.20569,3.52994,1.39085,49.3467,238.456
2014-01-12,17:00:00,12.7082,293.893,100778.0,56.2451,-3.63103,293.893,,,,,,1270.91,0.0,2.63134,307.679,289.96,287.144,285.207,0.502885,0.437505,0.196795,10.5603,4.55143,1.76439,78.12,290.308
2014-01-12,17:30:00,12.729,293.674,100772.0,57.9471,-3.09658,293.674,,,,,,1117.84,0.0,2.84661,314.743,290.236,287.159,285.316,0.499608,0.436978,0.196332,12.7493,5.42778,2.13949,72.3826,225.858
2014-01-12,18:00:00,12.7498,293.612,100771.0,58.1704,-3.0509,293.612,,,,,,914.101,0.0,2.77524,278.179,290.495,287.24,285.478,0.496544,0.435937,0.195844,14.5528,6.07661,2.49873,40.3239,197.635
2014-01-12,18:30:00,12.7707,293.808,100778.0,56.583,-3.56179,293.808,,,,,,708.304,0.0,2.46731,228.121,290.645,287.355,285.641,0.494634,0.43466,0.195357,15.6567,6.5321,2.85907,54.7232,159.988
2014-01-12,19:00:00,12.7915,292.838,100790.0,59.1634,-3.64951,292.838,,,,,,503.39,0.0,3.37403,232.294,290.701,287.437,285.762,0.493814,0.433685,0.194848,16.1477,6.82187,3.2247,94.3309,65.3222
2014-01-12,19:30:00,12.8123,291.89,100808.0,66.6648,-1.78965,291.89,,,,,,312.516,0.0,2.79045,212.091,290.7,287.485,285.857,0.493638,0.433052,0.19443,16.1892,6.92079,3.55585,18.5354,84.2959
2014-01-12,20:00:00,12.8332,290.703,100836.0,72.3834,-1.51808,290.703,,,,,,139.787,0.0,2.94625,203.922,290.676,287.52,285.935,0.493745,0.432579,0.194106,15.9243,6.85699,3.79636,9.72514,8.53739
2014-01-12,20:30:00,12.854,289.553,100874.0,77.0155,-1.85659,289.553,,,,,,32.7989,0.0,2.36307,227.227,290.639,287.554,286.009,0.493909,0.432126,0.193774,15.4605,6.68621,3.94798,7.33275,17.5593
2014-01-12,21:00:00,12.8748,288.333,100898.0,84.1024,-2.47817,288.333,,,,,,2.59448,0.0,2.39137,242.934,290.597,287.583,286.079,0.494173,0.431769,0.19342,14.8616,6.43831,4.02583,2.22619,-6.86461
2014-01-12,21:30:00,12.8956,288.27,100916.0,83.2193,-4.29685,288.27,,,,,,0.0584778,0.0,2.60915,240.757,290.523,287.59,286.122,0.494852,0.431592,0.193165,14.1726,6.13533,4.03941,-8.91995,-8.79269
2014-01-12,22:00:00,12.9165,288.134,100930.0,83.9163,-6.54542,288.134,,,,,,0.0277034,0.0,1.51926,226.817,290.416,287.584,286.148,0.495896,0.431507,0.192948,13.4146,5.78569,4.03466,-9.07805,-5.513
2014-01-12,22:30:00,12.9373,287.722,100956.0,85.8376,-7.46263,287.722,,,,,,0.0268263,0.0,1.37785,255.916,290.309,287.558,286.162,0.49687,0.431624,0.192767,12.599,5.39658,3.95623,2.17021,-3.11626
2014-01-12,23:00:00,12.9581,287.098,100983.0,88.4385,-7.39419,287.098,,,,,,0.0263887,0.0,0.624132,16.1499,290.198,287.534,286.17,0.497972,0.431735,0.192545,11.7607,4.97961,3.81514,-0.732376,-3.4384
2014-01-12,23:30:00,12.979,286.911,100982.0,90.8778,-7.88373,286.911,,,,,,0.023972,0.0,0.793495,159.484,290.085,287.499,286.17,0.499106,0.4319,0.192304,10.9018,4.5433,3.63604,1.17336,-1.48771
2014-01-13,00:00:00,13.0,286.747,100977.0,91.4495,-8.20452,286.747,,,,,,0.021994,0.0,0.616828,207.967,289.959,287.45,286.156,0.500372,0.432209,0.192169,10.0396,4.09622,3.43507,0.0967128,0.160478
2014-01-13,00:30:00,13.0208,286.778,101007.0,92.8744,-8.59379,286.778,,,,,,0.0248549,0.0,0.834761,72.2899,289.838,287.405,286.138,0.501593,0.432479,0.192056,9.1807,3.64153,3.18923,-0.151207,-0.205022
2014-01-13,01:00:00,13.0416,286.721,101002.0,92.6847,-8.79457,286.721,,,,,,0.0323355,0.0,0.773708,182.223,289.708,287.347,286.098,0.502907,0.432825,0.19198,8.33275,3.18689,2.93341,0.0816381,0.498105
2014-01-13,01:30:00,13.0624,286.618,100996.0,93.4698,-8.95053,286.618,,,,,,0.025078,0.0,0.513505,195.461,289.586,287.302,286.071,0.504158,0.43309,0.191737,7.49925,2.73407,2.64675,-0.0496102,-0.624465
2014-01-13,02:00:00,13.0833,285.499,101002.0,94.8037,-9.94801,285.499,,,,,,0.0248593,0.0,0.524822,307.514,289.452,287.241,286.031,0.505804,0.433464,0.191612,6.68917,2.28677,2.35456,0.216881,-0.633902
2014-01-13,02:30:00,13.1041,285.199,100997.0,96.5145,-11.0255,285.199,,,,,,0.0266209,0.0,0.752893,205.737,289.32,287.176,285.988,0.507231,0.433874,0.191613,5.90102,1.84575,2.04731,-0.859287,-4.18767
2014-01-13,03:00:00,13.1249,285.21,101009.0,97.1836,-11.1843,285.21,,,,,,0.0268422,0.0,0.574106,25.4733,289.184,287.11,285.935,0.508341,0.434277,0.191684,5.13555,1.41189,1.73286,1.23958,0.0338579
2014-01-13,03:30:00,13.1458,284.793,101020.0,97.4025,-12.1672,284.793,,,,,,0.0369641,0.0,0.770124,73.5054,289.042,287.028,285.873,0.509865,0.434816,0.191668,4.39256,0.988685,1.41087,1.14452,0.675501
2014-01-13,04:00:00,13.1666,285.039,101037.0,98.0009,-12.6014,285.039,,,,,,-0.00660123,0.0,0.935608,56.7821,288.91,286.974,285.811,0.511076,0.435156,0.191622,3.67415,0.577755,1.08804,-1.34178,-5.38001
2014-01-13,04:30:00,13.1874,285.0,101011.0,98.0661,-13.2219,285.0,,,,,,0.0156226,0.0,1.15964,196.865,288.793,286.899,285.76,0.512269,0.43563,0.191493,2.98362,0.184574,0.768757,2.31017,4.86977
2014-01-13,05:00:00,13.2082,284.598,100989.0,98.3167,-13.1919,284.598,,,,,,0.0508311,0.0,2.05023,212.096,288.665,286.823,285.694,0.513627,0.436119,0.191475,2.32642,-0.17699,0.462948,0.213019,3.07738
2014-01-13,05:30:00,13.2291,284.79,101018.0,98.4937,-13.416,284.79,,,,,,0.931264,0.0,1.33734,236.304,288.535,286.744,285.625,0.514972,0.436605,0.191437,1.70267,-0.528668,0.160212,-5.10678,-12.3546
2014-01-13,06:00:00,13.2499,284.208,101088.0,98.5788,-13.8711,284.208,,,,,,12.3807,0.0,0.896962,24.1447,288.404,286.658,285.549,0.516367,0.437163,0.191422,1.10913,-0.86167,-0.11521,0.180564,0.335103
2014-01-13,06:30:00,13.2707,284.395,101110.0,98.6955,-13.6253,284.395,,,,,,35.0869,0.0,0.764098,79.8631,288.265,286.565,285.461,0.517849,0.437779,0.191452,0.544348,-1.1737,-0.385699,-3.33042,-10.2023
2014-01-13,07:00:00,13.2916,285.061,101141.0,98.6022,-12.0017,285.061,,,,,,153.273,0.0,0.669014,35.9057,288.135,286.467,285.376,0.51924,0.43843,0.191454,0.019702,-1.45746,-0.638231,4.90025,-1.73366
2014-01-13,07:30:00,13.3124,285.389,101163.0,98.6071,-10.7441,285.389,,,,,,152.529,0.0,0.600707,87.8757,288.009,286.378,285.292,0.520603,0.43901,0.191496,-0.461127,-1.70331,-0.853938,-1.20962,-3.25472
2014-01-13,08:00:00,13.3332,286.518,101171.0,98.6176,-9.322,286.518,,,,,,202.272,0.0,0.583455,186.335,287.903,286.299,285.221,0.521747,0.439517,0.191546,-0.890915,-1.89604,-1.0286,3.15947,10.7725
2014-01-13,08:30:00,13.3541,287.558,101162.0,98.5066,-7.63101,287.558,,,,,,400.51,0.0,1.14314,250.957,287.815,286.229,285.158,0.52268,0.439966,0.191536,-1.24559,-2.02311,-1.15256,-4.26526,45.738
2014-01-13,09:00:00,13.3749,288.622,101148.0,97.2374,-6.60482,288.622,,,,,,543.126,0.0,2.15859,298.397,287.73,286.151,285.102,0.523589,0.440447,0.191601,-1.50752,-2.07598,-1.22389,23.1718,78.1465
2014-01-13,09:30:00,13.3957,289.038,101158.0,90.1049,-6.97954,289.038,,,,,,643.993,0.0,3.08633,325.98,287.685,286.116,285.056,0.524043,0.440575,0.191547,-1.66759,-2.05193,-1.24595,21.9545,115.731
2014-01-13,10:00:00,13.4166,289.401,101170.0,85.2117,-6.69692,289.401,,,,,,634.43,0.0,2.93775,324.175,287.702,286.11,285.042,0.523756,0.440416,0.191394,-1.71457,-1.94639,-1.21832,31.7322,155.888
2014-01-13,10:30:00,13.4374,289.451,101176.0,84.4742,-6.39887,289.451,,,,,,882.949,0.0,2.87206,309.595,287.73,286.116,285.038,0.52333,0.440158,0.19124,-1.64021,-1.75713,-1.13523,26.4759,169.35
2014-01-13,11:00:00,13.4582,289.959,101190.0,82.7007,-5.26217,289.959,,,,,,1318.97,0.0,3.49619,319.799,287.734,286.083,285.008,0.523125,0.440129,0.19108,-1.44058,-1.48952,-1.00029,75.8284,302.247
2014-01-13,11:30:00,13.479,290.49,101211.0,80.4192,-3.37416,290.49,,,,,,1731.41,0.0,3.33483,318.032,287.76,286.231,284.997,0.522693,0.438657,0.190927,-1.12348,-1.15975,-0.818894,100.201,422.107
2014-01-13,12:00:00,13.4999,290.633,101214.0,79.9951,-1.97383,290.633,,,,,,1071.4,0.0,3.48956,327.046,287.877,286.185,285.045,0.521182,0.438594,0.190658,-0.693874,-0.770757,-0.599252,50.337,218.703
2014-01-13,12:30:00,13.5207,291.08,101210.0,78.8657,-1.40314,291.08,,,,,,1776.2,0.0,3.46453,316.707,287.938,286.164,285.043,0.520269,0.438328,0.190408,-0.160114,-0.318047,-0.340858,86.7215,426.779
2014-01-13,13:00:00,13.5415,291.494,101208.0,77.6494,-0.886354,291.494,,,,,,1514.62,0.0,3.876,316.814,288.086,286.261,285.108,0.518414,0.43717,0.190009,0.460426,0.176291,-0.054099,77.059,314.482
2014-01-13,13:30:00,13.5624,292.015,101206.0,76.0038,-0.429512,292.015,,,,,,1586.43,0.0,4.07933,325.125,288.363,286.366,285.186,0.515084,0.435931,0.189608,1.21531,0.705536,0.260243,83.327,386.057
2014-01-13,14:00:00,13.5832,292.523,101195.0,75.6292,0.304792,292.523,,,,,,1747.49,0.0,4.44227,314.93,288.615,286.541,285.253,0.512073,0.434092,0.1892,2.24404,1.25117,0.604922,85.695,428.039
2014-01-13,14:30:00,13.604,291.923,101200.0,77.6636,0.225471,291.923,,,,,,1409.67,0.0,5.05973,317.768,288.844,286.639,285.336,0.509291,0.432865,0.188725,3.50295,1.80124,0.973695,74.7604,357.73
2014-01-13,15:00:00,13.6249,291.906,101204.0,79.1518,0.535337,291.906,,,,,,1519.13,0.0,4.6491,326.665,289.097,286.703,285.451,0.506263,0.43193,0.188296,4.77992,2.36046,1.35012,49.3391,328.093
2014-01-13,15:30:00,13.6457,292.415,101176.0,78.9641,1.31592,292.415,,,,,,1772.65,0.0,5.12806,340.923,289.304,286.818,285.506,0.503786,0.430671,0.18801,6.02052,2.93947,1.74013,37.5062,274.605
2014-01-13,16:00:00,13.6665,292.946,101163.0,78.2648,1.80616,292.946,,,,,,1678.78,0.0,4.55982,338.628,289.567,287.096,285.578,0.500707,0.428128,0.187606,7.27275,3.54616,2.09848,54.2616,307.972
2014-01-13,16:30:00,13.6873,293.114,101158.0,77.5647,1.99978,293.114,,,,,,1495.56,0.0,4.28247,339.515,289.871,287.549,285.69,0.497208,0.424365,0.187289,8.63232,4.27965,2.44858,50.4592,279.044
2014-01-13,17:00:00,13.7082,293.116,101163.0,77.5362,2.22541,293.116,,,,,,1275.87,0.0,4.00471,330.114,290.16,287.436,285.733,0.493871,0.424811,0.186942,10.1778,5.12023,2.80184,69.2137,352.85
2014-01-13,17:30:00,13.729,293.279,101141.0,77.9827,2.45016,293.279,,,,,,716.78,0.0,3.03131,330.8,290.445,287.507,285.915,0.490577,0.423886,0.186479,11.7645,5.89299,3.17554,27.3106,123.527
2014-01-13,18:00:00,13.7498,292.145,101134.0,81.5284,2.0055,292.145,,,,,,620.559,0.0,3.6922,313.526,290.663,287.609,286.071,0.488059,0.422799,0.186057,13.0995,6.49272,3.55408,44.2985,172.852
2014-01-13,18:30:00,13.7707,291.793,101133.0,82.6722,1.90329,291.793,,,,,,675.835,0.0,3.98686,319.993,290.78,287.702,286.201,0.486554,0.421833,0.185659,13.988,6.88341,3.89194,19.1612,71.5318
2014-01-13,19:00:00,13.7915,291.621,101142.0,84.7135,2.11074,291.621,,,,,,448.74,0.0,3.25629,318.957,290.837,287.776,286.316,0.485782,0.421056,0.18529,14.4407,7.07878,4.17478,12.3376,56.1366
2014-01-13,19:30:00,13.8123,292.069,101156.0,84.8032,2.67143,292.069,,,,,,281.005,0.0,2.88396,330.52,290.834,287.8,286.392,0.48562,0.420691,0.18499,14.5443,7.11869,4.40911,9.22201,47.1514
2014-01-13,20:00:00,13.8332,290.879,101154.0,90.2538,2.28191,290.879,,,,,,55.0365,0.0,2.48552,317.957,290.826,287.842,286.469,0.485547,0.420231,0.184692,14.4063,7.0368,4.57333,13.4116,26.0227
2014-01-13,20:30:00,13.854,290.055,101158.0,94.5705,0.237143,290.055,,,,,,21.8964,0.0,2.59593,309.939,290.806,287.872,286.539,0.485615,0.419896,0.184415,14.0849,6.8654,4.66701,-5.43388,0.346994
2014-01-13,21:00:00,13.8748,289.6,101170.0,95.6096,-0.18434,289.6,,,,,,2.12252,0.0,2.10954,300.547,290.757,287.874,286.583,0.485984,0.419761,0.184177,13.6349,6.62437,4.70888,-23.2644,-7.02912
2014-01-13,21:30:00,13.8956,288.76,101192.0,96.7738,-1.61759,288.76,,,,,,0.0472638,0.0,2.85881,308.056,290.685,287.864,286.611,0.486662,0.419755,0.183948,13.0958,6.33695,4.71064,-6.31171,1.59862
2014-01-13,22:00:00,13.9165,288.645,101199.0,97.8053,-1.9989,288.645,,,,,,0.0448481,0.0,2.63627,307.881,290.609,287.852,286.633,0.487347,0.419772,0.183599,12.496,6.02423,4.65505,0.64832,3.04783
2014-01-13,22:30:00,13.9373,288.622,101195.0,98.2202,-2.2528,288.622,,,,,,0.0356163,0.0,2.7032,313.859,290.53,287.833,286.648,0.4881,0.419855,0.183389,11.865,5.70103,4.59055,-2.19302,-3.28365
2014-01-13,23:00:00,13.9581,288.554,101188.0,98.4769,-2.51538,288.554,,,,,,0.0419931,0.0,2.80331,318.46,290.45,287.817,286.66,0.488876,0.419935,0.183227,11.225,5.38129,4.49823,-2.00286,-5.64475
2014-01-13,23:30:00,13.979,288.48,101174.0,98.5988,-2.75547,288.48,,,,,,0.0351785,0.0,1.66438,311.175,290.368,287.8,286.672,0.489648,0.41997,0.183082,10.595,5.07077,4.39895,-0.135478,-2.57444
2014-01-14,00:00:00,14.0,288.382,101186.0,98.7298,-3.02035,288.382,,,,,,0.028803,0.0,2.09072,331.457,290.292,287.782,286.678,0.490347,0.420043,0.182963,9.9846,4.77647,4.29052,0.623838,-2.71381
2014-01-14,00:30:00,14.0208,288.514,101178.0,98.8303,-3.08486,288.514,,,,,,0.0327613,0.0,2.30352,319.006,290.218,287.765,286.68,0.49106,0.42016,0.182808,9.40089,4.49915,4.17309,-1.44133,-7.02568
2014-01-14,01:00:00,14.0416,288.471,101188.0,98.8989,-3.36749,288.471,,,,,,0.0424365,0.0,2.52477,339.681,290.146,287.741,286.682,0.491755,0.420287,0.182677,8.84642,4.241,4.07008,0.106427,-1.89933
2014-01-14,01:30:00,14.0624,288.816,101168.0,98.9847,-3.41194,288.816,,,,,,0.0457354,0.0,2.51418,321.683,290.077,287.723,286.685,0.492407,0.420371,0.182538,8.3236,4.00013,3.94188,-1.64787,-17.5967
2014-01-14,02:00:00,14.0833,290.87,101157.0,99.018,-3.21423,290.87,,,,,,0.0329822,0.0,2.0647,320.739,290.006,287.701,286.68,0.493114,0.420523,0.182416,7.83212,3.77522,3.82967,-0.226488,8.43402
2014-01-14,02:30:00,14.1041,291.928,101147.0,99.0849,-2.92167,291.928,,,,,,0.0241872,0.0,1.43248,321.496,289.938,287.678,286.678,0.493802,0.420647,0.182347,7.37173,3.56593,3.71945,-0.425903,-4.06987
2014-01-14,03:00:00,14.1249,291.857,101132.0,99.0623,-2.97238,291.857,,,,,,0.0349616,0.0,1.52623,302.691,289.873,287.657,286.675,0.49444,0.420759,0.182253,6.94179,3.37589,3.61286,0.0170047,-4.77253
2014-01-14,03:30:00,14.1458,291.668,101142.0,99.0946,-3.05381,291.668,,,,,,0.058489,0.0,2.04789,313.059,289.815,287.639,286.672,0.494997,0.420847,0.182173,6.54368,3.20102,3.51397,-0.0321028,28.1387
2014-01-14,04:00:00,14.1666,291.632,101144.0,99.1144,-3.14389,291.632,,,,,,0.0455159,0.0,1.87281,309.398,289.764,287.629,286.675,0.495483,0.420894,0.182067,6.1766,3.04441,3.4214,0.568582,-0.340776
2014-01-14,04:30:00,14.1874,291.686,101150.0,99.1614,-3.19652,291.686,,,,,,0.0261661,0.0,1.73333,304.874,289.714,287.612,286.675,0.49598,0.420982,0.182007,5.84152,2.9034,3.33976,-0.592933,0.779117
2014-01-14,05:00:00,14.2082,291.594,101169.0,99.1978,-3.34108,291.594,,,,,,0.0101147,0.0,2.34043,314.193,289.663,287.596,286.672,0.496546,0.421034,0.181934,5.5307,2.77711,3.26324,-0.0840506,7.95012
2014-01-14,05:30:00,14.2291,291.218,101172.0,99.1929,-3.45131,291.218,,,,,,0.329612,0.0,2.1207,326.287,289.615,287.578,286.672,0.497003,0.421133,0.181856,5.24908,2.66219,3.19428,-0.100186,-33.9745
2014-01-14,06:00:00,14.2499,291.646,101185.0,99.2236,-3.40677,291.646,,,,,,9.99193,0.0,1.90684,328.18,289.564,287.56,286.668,0.497561,0.421198,0.181775,4.98854,2.5569,3.12776,-0.304747,-4.1513
2014-01-14,06:30:00,14.2707,291.24,101205.0,99.2199,-3.36065,291.24,,,,,,45.1981,0.0,1.50903,353.26,289.519,287.548,286.668,0.498029,0.421241,0.181695,4.74636,2.46039,3.06838,0.7204,9.05786
2014-01-14,07:00:00,14.2916,292.915,101215.0,99.1889,-2.69603,292.915,,,,,,125.65,0.0,1.59683,18.377,289.462,287.519,286.655,0.498594,0.421413,0.181776,4.51964,2.37136,3.00979,-1.89427,-18.2126
2014-01-14,07:30:00,14.3124,292.491,101240.0,98.7523,-2.15946,292.491,,,,,,251.303,0.0,2.34808,28.4221,289.411,287.494,286.642,0.499118,0.421545,0.181619,4.30736,2.28991,2.95702,1.80032,-129.5
2014-01-14,08:00:00,14.3332,290.505,101261.0,96.9931,-2.24902,290.505,,,,,,560.049,0.0,4.29233,51.3917,289.376,287.466,286.633,0.499458,0.421721,0.181635,4.11417,2.22244,2.90889,39.871,32.7346
2014-01-14,08:30:00,14.3541,290.486,101258.0,92.9179,-2.48461,290.486,,,,,,741.531,0.0,3.93496,36.5089,289.346,287.452,286.631,0.499764,0.421786,0.181515,3.94959,2.17941,2.87715,26.3576,60.8058
2014-01-14,09:00:00,14.3749,291.298,101249.0,84.1915,-3.10351,291.298,,,,,,1103.13,0.0,4.18129,49.1121,289.322,287.438,286.632,0.49997,0.421829,0.181381,3.8212,2.16607,2.85222,69.2443,127.34
2014-01-14,09:30:00,14.3957,292.148,101280.0,75.8647,-4.75725,292.148,,,,,,1268.45,0.0,3.36546,53.2452,289.286,287.416,286.622,0.500229,0.42191,0.181266,3.72803,2.18804,2.84714,128.088,187.684
2014-01-14,10:00:00,14.4166,292.961,101284.0,70.3094,-2.33931,292.961,,,,,,1320.9,0.0,3.35153,39.821,289.212,287.372,286.585,0.500861,0.42208,0.181394,3.66633,2.24761,2.85959,44.0514,150.427
2014-01-14,10:30:00,14.4374,293.307,101287.0,68.0025,-0.965461,293.307,,,,,,1439.18,0.0,4.18667,48.5015,289.21,287.37,286.6,0.50064,0.42193,0.18097,3.63157,2.34974,2.88218,117.006,276.076
2014-01-14,11:00:00,14.4582,293.405,101302.0,64.7405,-1.29474,293.405,,,,,,1503.86,0.0,4.44307,42.8709,289.162,287.285,286.564,0.500904,0.422223,0.180764,3.63969,2.50064,2.91643,144.735,255.859
2014-01-14,11:30:00,14.479,293.916,101304.0,62.5668,-0.751629,293.916,,,,,,1619.56,0.0,3.78984,41.7152,289.177,287.429,286.592,0.500472,0.4208,0.180457,3.71648,2.7011,2.97667,154.424,334.088
2014-01-14,12:00:00,14.4999,293.831,101308.0,63.6915,-0.327637,293.831,,,,,,1177.81,0.0,4.25867,33.6617,289.285,287.458,286.629,0.499039,0.420079,0.1801,3.88783,2.95265,3.06856,111.466,242.65
2014-01-14,12:30:00,14.5207,294.101,101314.0,62.5906,-0.386184,294.101,,,,,,1991.46,0.0,4.39503,37.8903,289.239,287.406,286.58,0.499209,0.419944,0.179955,4.17135,3.26799,3.1768,151.618,393.219
2014-01-14,13:00:00,14.5415,294.458,101314.0,60.1094,-0.825671,294.458,,,,,,1581.08,0.0,4.05898,48.6769,289.438,287.55,286.678,0.49683,0.418404,0.179582,4.55426,3.64208,3.31685,241.323,445.76
2014-01-14,13:30:00,14.5624,295.0,101297.0,59.6844,-0.241114,295.0,,,,,,2001.59,0.0,3.87263,44.768,289.84,287.697,286.792,0.49228,0.416924,0.17913,5.11357,4.05322,3.48187,196.208,540.502
2014-01-14,14:00:00,14.5832,295.071,101288.0,57.8879,-0.839779,295.071,,,,,,1989.79,0.0,3.41942,48.6504,290.182,287.787,286.884,0.487717,0.404351,0.178734,6.17292,4.54153,3.69957,148.814,543.084
2014-01-14,14:30:00,14.604,295.577,101286.0,56.4924,-0.723757,295.577,,,,,,1792.16,0.0,3.33855,47.3168,290.387,287.866,286.948,0.4852,0.40057,0.178221,7.67436,4.9793,3.92911,145.498,450.824
2014-01-14,15:00:00,14.6249,295.61,101281.0,56.1731,-0.711144,295.61,,,,,,2077.39,0.0,3.87738,44.7633,290.55,287.907,286.994,0.483242,0.399385,0.177817,9.11342,5.41807,4.16963,204.061,536.966
2014-01-14,15:30:00,14.6457,295.763,101271.0,53.6647,-1.53697,295.763,,,,,,2043.76,0.0,2.8195,51.8498,290.81,287.92,287.068,0.480201,0.398603,0.177442,10.336,5.86793,4.4114,168.586,446.63
2014-01-14,16:00:00,14.6665,295.848,101268.0,53.108,-1.78796,295.848,,,,,,1580.07,0.0,4.02186,43.5004,291.177,287.912,287.143,0.476108,0.398017,0.177048,11.5936,6.3887,4.6272,127.096,369.639
2014-01-14,16:30:00,14.6873,295.845,101269.0,51.835,-2.17706,295.845,,,,,,1517.43,0.0,3.39096,52.8111,291.535,288.314,287.264,0.472104,0.394799,0.176585,13.1341,7.09194,4.83253,98.798,330.74
2014-01-14,17:00:00,14.7082,294.36,101269.0,59.9098,-0.280809,294.36,,,,,,1342.19,0.0,6.22872,49.8479,291.843,288.688,287.306,0.468679,0.391769,0.176207,14.8553,7.89181,5.06258,89.5035,331.016
